,Unnamed: 0,Unnamed: 0.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,imgurl
1668,1668,1668,1668,Chardonnay,2017,White wine,Chardonnay,68 ratings,"48,476",//images.vivino.com/thumbs/wDDqQ0auQ0e7eyhLYWQFZg_pb_x600.png
1669,1669,1669,1669,Stratus Riesling,2017,White wine,Riesling,68 ratings,"56,367",//images.vivino.com/thumbs/5X9x6EjrSaSQCK3B1-Wo7A_pb_x600.png
1670,1670,1670,1670,Marsala Superiore Riserva Storica,2016,Fortified Wine,Blend,177 ratings,"41,917",//images.vivino.com/thumbs/Z23jiXpITk-BvXFowLfktA_pb_x600.png
1671,1671,1671,1671,Yarden Pinot Noir,2019,Red wine,Pinot Noir,70 ratings,"52,698",//images.vivino.com/thumbs/6oGQXxkPRZOKpCNGWgEtRg_pb_x600.png
1672,1672,1672,1672,Serpico Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,70 ratings,"88,015",//images.vivino.com/thumbs/apImxLmqSUyTXfDyv_Tm2Q_pb_x600.png
1673,1673,1673,1673,Shiraz,2017,Red wine,Shiraz/Syrah,70 ratings,"47,349",//images.vivino.com/thumbs/W11guHj7QwasVUtf47eWzw_pb_x600.png
1674,1674,1674,1674,Santa Cruz de Artazu,2016,Red wine,Garnacha,70 ratings,"72,827",//images.vivino.com/thumbs/A8ejmLzBQ_mXloe9StxvDg_pb_x600.png
1675,1675,1675,1675,Hendry Block 7 & 22 Zinfandel,2016,Red wine,Zinfandel,70 ratings,"67,641",//images.vivino.com/thumbs/OaYCQywYQqmRfaFjVc4Uvg_pb_x600.png
1676,1676,1676,1676,Gevrey-Chambertin Dix Climats,2019,Red wine,Pinot Noir,71 ratings,"92,443",//images.vivino.com/thumbs/qyI_VCAIT-WMUswqpe9TMA_pb_x600.png
1677,1677,1677,1677,Costa d'Amalfi Bianco,2020,White wine,Blend,55 ratings,"48,927",//images.vivino.com/thumbs/Ab7GugGiSDKu3XF7XOND_A_pb_x600.png
1678,1678,1678,1678,Deen Vat Series Vat 1 Durif,2018,Red wine,Durif,56 ratings,"19,698",//images.vivino.com/thumbs/aOscFhdFTJq4GPynOBmZxg_pb_x600.png
1679,1679,1679,1679,Les Carre_als,2017,Red wine,Blend,54 ratings,"62,004",//images.vivino.com/thumbs/owN5M1tNQy6n9SEBIwFNOQ_pb_x600.png
1680,1680,1680,1680,Yarden Odem Organic Vineyard Chardonnay,2020,White wine,Chardonnay,54 ratings,"49,603",//images.vivino.com/thumbs/eaGR4v-XT1uZrTuQ8xj5fg_pb_x600.png
1681,1681,1681,1681,Triumph,2017,Red wine,Blend,42 ratings,"56,367",//images.vivino.com/thumbs/5KAplnqeT7OpfbROE0vffg_pb_x600.png
1682,1682,1682,1682,Chardonnay,2018,White wine,Chardonnay,42 ratings,"41,814",//images.vivino.com/thumbs/jcvL8u1HS62GiwpzfGCrxA_pb_x600.png
1683,1683,1683,1683,La Gloire de Mon Pe_e,2019,Red wine,Blend,42 ratings,"17,587",//images.vivino.com/thumbs/aWuwkWcKSnue2bKy60eA-Q_pb_x600.png
1684,1684,1684,1684,I Grop,2015,Red wine,Barbera,42 ratings,"72,150",//images.vivino.com/thumbs/H_u93PK-R_q4JV_y7cJQRg_pb_x600.png
1685,1685,1685,1685,Chianti Classico,2019,Red wine,Blend,42 ratings,"26,134",//images.vivino.com/thumbs/lRBr8u91TISSDdX_gzxPUg_pb_x600.png
1686,1686,1686,1686,Stewart Pinot Noir,2016,Red wine,Pinot Noir,43 ratings,"47,912",//images.vivino.com/thumbs/BiCBgKIQRUuoRxOAr10n0A_pb_x600.png
1687,1687,1687,1687,Savigny-les-Beaune 1er Cru 'Aux Guettes',2017,Red wine,Pinot Noir,42 ratings,"114,990",//images.vivino.com/thumbs/1tffofaRTpuKGc2waP3mRQ_pb_x600.png
1688,1688,1688,1688,Le Clots d'en Olby,2014,Red wine,Grenache,42 ratings,"89,306",//images.vivino.com/thumbs/Lwu1WWjURsCop6-qFxMAWQ_pb_x600.png
1689,1689,1689,1689,Vieilles Vignes Santenay,2020,Red wine,Pinot Noir,43 ratings,"43,557",//images.vivino.com/thumbs/bFENUA4bT3mw6pBA-GBeMg_pb_x600.png
1690,1690,1690,1690,Don Alfio Qvevri,2017,Red wine,Nerello Mascalese,43 ratings,"68,768",//images.vivino.com/thumbs/HK1_Pb3BTuWDoueLT1-05Q_pb_x600.png
1691,1691,1691,1691,Rose,2019,Rose wine,Pinot Noir,45 ratings,"50,731",//images.vivino.com/thumbs/Nhk2f9nvQXypYANN8qPVSw_150x200.jpg
1692,1692,1692,1692,Belle Lurette,2018,Red wine,Blend,44 ratings,"53,795",//images.vivino.com/thumbs/_TvFeYvUQd6e5TeGCL9x7w_pb_x600.png
1693,1693,1693,1693,Connect Organic White,2018,White wine,Blend,44 ratings,"22,547",//images.vivino.com/thumbs/inCCxJk7Qn-4hqT-MUsw4w_pb_x600.png
1694,1694,1694,1694,Cuve_ Jean-Jacques de Boissieu Pouilly-Fuisse,2017,White wine,Chardonnay,45 ratings,"68,645",//images.vivino.com/thumbs/8GEKDwc0QcqWNdvbtHWVWQ_pb_x600.png
1695,1695,1695,1695,Casa de Pae_s Ferne_ Pires,2020,White wine,Fernao Pires,46 ratings,"13,528",//images.vivino.com/thumbs/F2N3bHKiR5qLeYxwVrP0Iw_pb_x600.png
1696,1696,1696,1696,Ikigall,2021,White wine,Blend,46 ratings,"20,292",//images.vivino.com/thumbs/mvhBJXmXR5u5NlzzNQGQGA_pb_x600.png
1697,1697,1697,1697,Growers Blend Cabernet Franc,2017,Red wine,Cabernet Franc,46 ratings,"45,094",//images.vivino.com/thumbs/ELPixFXYTqOwtTvikX9G6g_pb_x600.png
1698,1698,1698,1698,Los Lingues Cerro Basalto,2019,Red wine,Blend,47 ratings,"59,749",//images.vivino.com/thumbs/3M1SSCX6Ty-FYRVLhth7bA_pb_x600.png
1699,1699,1699,1699,Vintage,2019,Fortified Wine,Grenache,47 ratings,"38,740",//images.vivino.com/thumbs/VIzfe4DNSI2HmYzwnGcUZQ_pb_x600.png
1700,1700,1700,1700,Cuve_ des Pandorea Meursault,2018,White wine,Chardonnay,49 ratings,"153,883",//images.vivino.com/thumbs/GlNr9sXMSNGNx2bPcsfDvg_pb_x600.png
1701,1701,1701,1701,Rassi Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,48 ratings,"50,731",//images.vivino.com/thumbs/J9FgpkDrT9KLnd36vLtvzA_pb_x600.png
1702,1702,1702,1702,Savuto Rosso,2015,Red wine,Gaglioppo,48 ratings,"33,820",//images.vivino.com/thumbs/uXuh6QSeQ4CjDRvAUuee_Q_pb_x600.png
1703,1703,1703,1703,Meritage,2013,Red wine,Blend,49 ratings,"84,551",//images.vivino.com/thumbs/5fExMBqzTLq0Hysba8eWeA_pb_x600.png
1704,1704,1704,1704,Le_ende,2017,Red wine,Blend,50 ratings,"66,514",//images.vivino.com/thumbs/U9KEXN2FTrqM7lJ1y14TKg_pb_x600.png
1705,1705,1705,1705,Amphoreus Bianco,2013,White wine,Ribolla Gialla,50 ratings,"65,161",//images.vivino.com/thumbs/US4wFAz2Qbm95WAryPvtsA_pb_x600.png
1706,1706,1706,1706,Rosat,2019,Rose wine,Blend,52 ratings,"22,998",//images.vivino.com/thumbs/tt81haLGT3ucNa7stWbx4w_pb_x600.png
1707,1707,1707,1707,Highland Chardonnay,2019,White wine,Chardonnay,52 ratings,"50,731",//images.vivino.com/thumbs/YwbGpNJDTtyAo_NnZTH5FA_pb_x600.png
1708,1708,1708,1708,Rosso di Montalcino,2019,Red wine,Sangiovese,71 ratings,"76,434",//images.vivino.com/thumbs/TG6XSdsCS0W7yuv52GZsCA_pb_x600.png
1709,1709,1709,1709,VEA Anno Zero Trebbiano,2019,White wine,Trebbiano,73 ratings,"47,349",//images.vivino.com/thumbs/zr_TZodfTkKKbAkWm3ifoQ_pb_x600.png
