,Unnamed: 0,Unnamed: 0.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,imgurl
545,545,545,545,Atlantis Treixadura,2018,White wine,Treixadura,37 ratings,"25,929",//images.vivino.com/thumbs/Rt9NXXDnS5K3XCK__7dSrA_pb_x600.png
546,546,546,546,Meriggio,2020,White wine,Sauvignon Blanc,37 ratings,"39,457",//images.vivino.com/thumbs/zVr6ImgsSEy6alaDzysw6A_pb_x600.png
547,547,547,547,Merlot,2020,Red wine,Merlot,40 ratings,"31,566",//images.vivino.com/thumbs/kgjEcojrTpOuajeXEGoRYA_pb_x600.png
548,548,548,548,Vertigo Blanc,2020,White wine,Blend,39 ratings,"30,438",//images.vivino.com/thumbs/TWkkELlDTQyBzv_EbnXicA_pb_x600.png
549,549,549,549,Chardonnay,2020,White wine,Chardonnay,27 ratings,"25,929",//images.vivino.com/thumbs/j6OOUygsSoiJqUGYlbfo8A_pb_x600.png
550,550,550,550,Talento 46 Millesimato Brut,2016,Sparkling wine,Chardonnay,27 ratings,"35,870",//images.vivino.com/thumbs/r8IIT6jnTHiBt86nAGkL-g_pb_x600.png
551,551,551,551,Piandorino,2018,Red wine,Sangiovese,38 ratings,"67,190",//images.vivino.com/thumbs/-L1cWPNVRpSEgy3bg8KYJA_pb_x600.png
552,552,552,552,Zinfandel,2018,Red wine,Zinfandel,26 ratings,"50,731",//images.vivino.com/thumbs/Qb-z-9N7S36IoQC7tJBAcw_150x200.jpg
553,553,553,553,Colle Ozio Umbria Grechetto,2018,White wine,Grechetto,216 ratings,"65,386",//images.vivino.com/thumbs/NpgVJbPpSVGZGRCRYTOzmg_pb_x600.png
554,554,554,554,La Bohe_e Act Two Dry Rose,2018,Rose wine,Pinot Noir,218 ratings,"38,412",//images.vivino.com/thumbs/ZEd2cX8dS-ScXG64qXJ6UQ_pb_x600.png
555,555,555,555,Saint-Este_he,2010,Red wine,Blend,222 ratings,"30,746",//images.vivino.com/thumbs/79mpplXiQWOxGe71iEmTYw_150x200.jpg
556,556,556,556,Ca del Vento Lambrusco Rosato,2016,Sparkling wine,Lambrusco,221 ratings,"36,075",//images.vivino.com/thumbs/PpNiub0NS6GcfKxp3ztxzg_pb_x600.png
557,557,557,557,Carte d'Or Brut Champagne,2016,Sparkling wine,Blend,231 ratings,"56,367",//images.vivino.com/thumbs/9fCNE5pdRLSTsNrRe3I3Ng_pb_x600.png
558,558,558,558,Les Petites Roches Chinon,2017,Red wine,Cabernet Franc,233 ratings,"33,820",//images.vivino.com/thumbs/TVntB4t_SFSfVg6qLh-G5Q_pb_x600.png
559,559,559,559,Rosado (Malbec - Torronte_),2020,Rose wine,Malbec,266 ratings,"16,910",//images.vivino.com/thumbs/RJkCADxhQPmPKzQb9sSrOA_pb_x600.png
560,560,560,560,Chardonnay,2018,White wine,Chardonnay,273 ratings,"24,802",//images.vivino.com/thumbs/eA6aFnVZSq2kF_4wEcVqyw_pb_x600.png
561,561,561,561,Custoza,2020,White wine,Blend,303 ratings,"22,547",//images.vivino.com/thumbs/-LmVsrq2Q1aw890pURGS8A_pb_x600.png
562,562,562,562,Bordeaux Blanc,2016,White wine,Sauvignon Blanc,321 ratings,"35,624",//images.vivino.com/thumbs/mv4Nn829RA-uXnfTM70PWA_pb_x600.png
563,563,563,563,Pinot Noir,2013,Red wine,Pinot Noir,351 ratings,"56,367",//images.vivino.com/thumbs/q9trVTfxSUCTAVhdwUnvmA_pb_x600.png
564,564,564,564,Chianti Classico,2019,Red wine,Sangiovese,382 ratings,"26,831",//images.vivino.com/thumbs/cZlNJbZcQFiE5rpm4ULqpQ_pb_x600.png
565,565,565,565,Rose,2020,Rose wine,Chardonnay,402 ratings,"34,271",//images.vivino.com/thumbs/iVfp0Q_xTZmIe0IGuWT_XQ_pb_x600.png
566,566,566,566,Vinha do Bispado Tinto,2019,Red wine,Blend,442 ratings,"14,656",//images.vivino.com/thumbs/fGRojL2vQWeAxYDwp9BmdQ_pb_x600.png
567,567,567,567,Haut-Me_oc,2014,Red wine,Blend,548 ratings,"40,790",//images.vivino.com/thumbs/U3OMmYfJSViDR5tRpzsOuA_pb_x600.png
568,568,568,568,Spritz and Giggles,2016,Sparkling wine,Blend,629 ratings,"39,457",//images.vivino.com/thumbs/7pPyDElWTTmbs2zKkYD3YA_pb_x600.png
569,569,569,569,Sauvignon Blanc,2019,White wine,Sauvignon Blanc,696 ratings,"39,457",//images.vivino.com/thumbs/yNHo5uPhTxScV6Bw72UNfw_pb_x600.png
570,570,570,570,Tawny Port,2016,Fortified Wine,Blend,838 ratings,"20,292",//images.vivino.com/thumbs/JVnyYHv9QFqCmiHAtdxwug_pb_x600.png
571,571,571,571,Ruby Port,2016,Fortified Wine,Touriga Nacional,906 ratings,"20,292",//images.vivino.com/thumbs/UdbxgnCTTyeW0RA0IBR74g_pb_x600.png
572,572,572,572,Drama Red Blend,2017,Red wine,Blend,987 ratings,"23,674",//images.vivino.com/thumbs/y-2q07KsRPmvcB05XMs97Q_pb_x600.png
573,573,573,573,Friulano,2020,White wine,Friulano,25 ratings,"44,643",//images.vivino.com/thumbs/Mdan7SQDT8uT_AZMU1wfOw_pb_x600.png
574,574,574,574,Chardonnay,2019,White wine,Chardonnay,25 ratings,"21,983",//images.vivino.com/thumbs/1fI242mTSc-_fVIiWMCRnQ_pb_x600.png
575,575,575,575,Blues Cuve_,2011,Red wine,Blend,25 ratings,"56,367",//images.vivino.com/thumbs/RqNzYZ1gSxOgw65_7iaMkQ_pb_x600.png
576,576,576,576,Sauvignon Blanc,2019,White wine,Assyrtiko,25 ratings,"33,820",//images.vivino.com/thumbs/HIGucOpwR5qhx5JWMHpnVw_pb_x600.png
577,577,577,577,Piedi Grandi,2017,Red wine,Blend,25 ratings,"36,977",//images.vivino.com/thumbs/PnXD-HrQRReJa_wP4b_AFQ_pb_x600.png
578,578,578,578,Force Majeure Cinsault,2018,Red wine,Cinsault,25 ratings,"37,202",//images.vivino.com/thumbs/LWjxCDnYS1ururPrbGzG_g_pb_x600.png
579,579,579,579,Mates & Lovers Petillant Naturel,2021,Sparkling wine,Pinot Gris,25 ratings,"50,218",//images.vivino.com/thumbs/J1xD526iQ6609lestKKN6A_pb_x600.png
580,580,580,580,Chardonnay,2019,White wine,Chardonnay,38 ratings,"21,521.08",//images.vivino.com/thumbs/gW2GjwOeRJGMlBzQ2XhaAg_pb_x600.png
581,581,581,581,Dolcetto d'Alba,2018,Red wine,Dolcetto,39 ratings,"23,674",//images.vivino.com/thumbs/Gyh7is3ZSg282_YSKXb0FA_pb_x600.png
582,582,582,582,Bourgogne Pinot Noir,2019,Red wine,Pinot Noir,90 ratings,"28,184",//images.vivino.com/thumbs/-SWwmcwuT1e-MV5kyMMmaw_pb_x600.png
583,583,583,583,Unoaked Chardonnay,2018,White wine,Chardonnay,57 ratings,"47,349",//images.vivino.com/thumbs/WOiTYeLST3-u-f6KJCGYKQ_pb_x600.png
584,584,584,584,Deen Vat 184 Master Blend,2018,Red wine,Blend,59 ratings,"19,698",//images.vivino.com/thumbs/YSn2BsVxSJyc0wMZsKz3fA_pb_x600.png
585,585,585,585,Remordimiento Chardonnay,2019,White wine,Chardonnay,60 ratings,"25,929",//images.vivino.com/thumbs/Bj7MkI6ESke9R6MgBwwAlg_pb_x600.png
586,586,586,586,Edicie_ Limitada,2017,White wine,Blend,59 ratings,"33,820",//images.vivino.com/thumbs/Yw9knG5hRyStQ2FibnC-Sg_pb_x600.png
587,587,587,587,Perla Lugana,2020,White wine,Trebbiano,60 ratings,"42,839",//images.vivino.com/thumbs/S8b4kUt7TLeEHhx-kaOqtg_pb_x600.png
588,588,588,588,Reserve Pinot Noir,2018,Red wine,Pinot Noir,60 ratings,"39,457",//images.vivino.com/thumbs/fiiwur6ZSTCwyf3G3u9i9Q_pb_x600.png
589,589,589,589,Single Vineyard Pinot Noir,2018,Red wine,Pinot Noir,62 ratings,"46,119",//images.vivino.com/thumbs/VKsklfM6SZOcwVEGZrUXSA_pb_x600.png
590,590,590,590,Flocco,2018,Red wine,Sangiovese,63 ratings,"44,418",//images.vivino.com/thumbs/ctR0T1pNS-iRB1B5FV7lKQ_pb_x600.png
591,591,591,591,Le B de Maucaillou,2018,Red wine,Blend,62 ratings,"24,802",//images.vivino.com/thumbs/LiSeEfZzTKaI5yVwqTq8tA_pb_x600.png
592,592,592,592,Vieilles Vignes Me_on-Villages,2020,White wine,Chardonnay,64 ratings,"36,301",//images.vivino.com/thumbs/fKW5m5rERRauDZuycXL3Xg_pb_x600.png
593,593,593,593,Chardonnay,2018,White wine,Chardonnay,67 ratings,"31,566",//images.vivino.com/thumbs/k21krz9kS0yaHZXEJYIqeQ_pb_x600.png
594,594,594,594,Clos de la Simonette Saint-Chinian,2012,Red wine,Blend,68 ratings,"60,262",//images.vivino.com/thumbs/boK-2NJ_Qe6C3LT8rBa4eg_pb_x600.png
595,595,595,595,Cuve_ Setier Ce_es du Rhe_e Villages,2019,Red wine,Blend,70 ratings,"33,820",//images.vivino.com/thumbs/Yu0xA1vuSzW_vJmvwzINBQ_pb_x600.png
596,596,596,596,Cadillac - Ce_es de Bordeaux,2015,Red wine,Blend,70 ratings,"30,746",//images.vivino.com/thumbs/Ka4bUeOwSDKjlFC73wYUnw_150x200.jpg
597,597,597,597,Sinergy Owen Vineyard Blend,2018,Red wine,,70 ratings,"43,967",//images.vivino.com/thumbs/KV6BmwC4Q_qVzfZF9XRrnQ_pb_x600.png
598,598,598,598,Da Berte Chardonnay Langhe,2017,White wine,Chardonnay,73 ratings,"31,566",//images.vivino.com/thumbs/e7QKWLAsS7iOa9x0ru4KYw_pb_x600.png
599,599,599,599,Reliefs,2015,Red wine,Carignan,74 ratings,"62,414",//images.vivino.com/thumbs/Eu-4Q8NUQQKAi0u39fRM5A_pb_x600.png
600,600,600,600,Gre_er Veltliner,2020,White wine,Gre_er Veltliner,78 ratings,"41,035",//images.vivino.com/thumbs/HuQR5eVmS_izpgxJ5vCfWA_pb_x600.png
601,601,601,601,Creation Riesling Trocken,2019,White wine,Riesling,76 ratings,"15,783",//images.vivino.com/thumbs/C93GQPNHRlmOEjM3q8hRgw_pb_x600.png
602,602,602,602,Kashmir,2015,Red wine,Blend,76 ratings,"49,501",//images.vivino.com/thumbs/DXGcSagXQL-5-Doy07K1Ig_pb_x600.png
603,603,603,603,Edicie_ Limitada,2016,Red wine,Blend,77 ratings,"28,184",//images.vivino.com/thumbs/ErLFEmWZTxu6ZZXwcxzJvQ_pb_x600.png
604,604,604,604,Chardonnay,2020,White wine,Chardonnay,80 ratings,"30,746",//images.vivino.com/thumbs/qSfLH0GVRgehrpnWGJFwkw_pb_x600.png
605,605,605,605,Pinot Noir,2018,Red wine,Pinot Noir,82 ratings,"39,457",//images.vivino.com/thumbs/Pm5pstKQRGiDF6BRQI-aoA_pb_x600.png
606,606,606,606,Deen Vat 8 Shiraz,2018,Red wine,Shiraz/Syrah,83 ratings,"19,698",//images.vivino.com/thumbs/5SeLW5QmQXOEd8ZUnp23og_pb_x600.png
607,607,607,607,Cursalet Dogliani,2016,Red wine,Dolcetto,85 ratings,"56,367",//images.vivino.com/thumbs/G4aXZz-YRNmauTIJm5PWNw_pb_x600.png
608,608,608,608,Zinfandel Incredible Red,2019,Red wine,Zinfandel,85 ratings,"27,507",//images.vivino.com/thumbs/YmHT4n9pTyuBFO2SdPB_jw_pb_x600.png
609,609,609,609,Petit Blanc,2018,White wine,Blend,86 ratings,"42,839",//images.vivino.com/thumbs/X3Yigj_XS_upPfpc8kA8zw_pb_x600.png
610,610,610,610,Pinot Grigio,2021,White wine,Pinot Grigio,89 ratings,"27,671",//images.vivino.com/thumbs/iV83AHFmQ2St5cmdwEFBOw_pb_x600.png
611,611,611,611,Riesling,2021,White wine,Riesling,58 ratings,"24,576",//images.vivino.com/thumbs/DAeyb-5QT8i5-96-mwtPkA_pb_x600.png
612,612,612,612,QM Loureiro - Alvarinho,2020,White wine,Blend,57 ratings,"18,038",//images.vivino.com/thumbs/LL5jjvxWSLSulkNqC2AsbQ_pb_x600.png
613,613,613,613,Pinot Gris,2018,White wine,Pinot Gris,40 ratings,"35,870",//images.vivino.com/thumbs/k2InCuVmQs6UYAOJnHYCFQ_pb_x600.png
614,614,614,614,Jester Shiraz,2019,Red wine,Shiraz/Syrah,57 ratings,"36,270",//images.vivino.com/thumbs/2LM-de9cTUCLVs-8ZOO2Hw_pb_x600.png
615,615,615,615,La Tourne_ Blanc,2020,White wine,Blend,40 ratings,"20,292",//images.vivino.com/thumbs/uxAMwHhIRtGz0z7Ig_xVyw_pb_x600.png
616,616,616,616,Homenagem Reserva,2017,Red wine,Blend,39 ratings,"20,292",//images.vivino.com/thumbs/xvgt8AqSSoWjAoIydEpX8Q_pb_x600.png
617,617,617,617,Ce_es-du-Rhe_e-Villages 'Plan de Dieu',2019,Red wine,Blend,39 ratings,"34,979",//images.vivino.com/thumbs/SZU7K-kQRIGRFmsptqHZsg_pb_x600.png
618,618,618,618,Coda di Volpe,2019,White wine,Coda di Volpe Biancha,40 ratings,"32,017",//images.vivino.com/thumbs/-PKCuVlVTnmokeFnxG8Uig_pb_x600.png
619,619,619,619,Pinot Noir,2019,Red wine,Pinot Noir,41 ratings,"41,712",//images.vivino.com/thumbs/ONkTWXubSKSkrgiK64r4dg_pb_x600.png
620,620,620,620,Saint-Joseph La Source Blanc,2018,White wine,Marsanne,42 ratings,"48,476",//images.vivino.com/thumbs/Khvrt5wSSTWIU8byI0laVg_pb_x600.png
621,621,621,621,Billi Billi Shiraz,2018,Red wine,Shiraz/Syrah,42 ratings,"27,620",//images.vivino.com/thumbs/7Bj-X6mtSXGpFhM0TlQjKQ_pb_x600.png
622,622,622,622,T Cuve_ Bianco,2021,White wine,Pinot Blanc,43 ratings,"24,084",//images.vivino.com/thumbs/Gdjd9QTmSgG29sFs-hgYbQ_pb_x600.png
623,623,623,623,Ce_es du Rhe_e Cuve_ Le_e,2020,White wine,Clairette,44 ratings,"28,184",//images.vivino.com/thumbs/Ud02b75RRbOarXeyIyomvA_pb_x600.png
624,624,624,624,Cuve_ Tradition Costie_es-de-Ne_es Blanc,2019,White wine,Blend,44 ratings,"20,292",//images.vivino.com/thumbs/Za4e07OkSzKgz9AuWaE8WA_pb_x600.png
625,625,625,625,Verdejo,2020,White wine,Verdejo,45 ratings,"21,420",//images.vivino.com/thumbs/ejFb04byRVC4qQSRFV5eAw_pb_x600.png
626,626,626,626,Prado Negro Crianza,2015,Red wine,Blend,46 ratings,"44,530",//images.vivino.com/thumbs/tTwfWKQ5Qpi4ZJypTz5Fag_pb_x600.png
627,627,627,627,La Voliera Aglianico,2017,Red wine,Aglianico,47 ratings,"23,674",//images.vivino.com/thumbs/kC35ilaeSFqNJbXD3yv0aQ_pb_x600.png
628,628,628,628,Grauer Burgunder R,2019,White wine,Grauburgunder,48 ratings,"39,457",//images.vivino.com/thumbs/p6u-dn-OQRWEA067U4Ml-g_pb_x600.png
629,629,629,629,Rosso di Rocca,2019,Red wine,Nebbiolo,49 ratings,"33,820",//images.vivino.com/thumbs/fzqTH60ERwy5AQhQWkZhqw_pb_x600.png
630,630,630,630,Follow The White Rabbit,2019,White wine,Blend,50 ratings,"33,820",//images.vivino.com/thumbs/tnoDArbcQwuvler2Gd_rgQ_pb_x600.png
631,631,631,631,Triomphe Merlot,2017,Red wine,Merlot,51 ratings,"39,457",//images.vivino.com/thumbs/MdAuNNTFSBOS-NcgHeeDAQ_pb_x600.png
632,632,632,632,Saint-_ilion Grand Cru,2007,Red wine,Blend,51 ratings,"39,457",//images.vivino.com/thumbs/-z7rDgxRRiCjp0Y4iMbZsg_150x200.jpg
633,633,633,633,De L'Autre Rive Syrah,2019,Red wine,Shiraz/Syrah,52 ratings,"40,349",//images.vivino.com/thumbs/dJmKuUlaT9yAHJ0EboeZPQ_pb_x600.png
634,634,634,634,Chardonnay,2019,White wine,Chardonnay,52 ratings,"16,910",//images.vivino.com/thumbs/u486K-1hS3K0dGFqwBmZUQ_pb_x600.png
635,635,635,635,Vie_s de Gain Blanco,2016,White wine,Viura,53 ratings,"45,094",//images.vivino.com/thumbs/0IyOnyrRRZiBRc9hWLKsmg_pb_x600.png
636,636,636,636,l'Alba Ce_es du Roussillon,2013,Red wine,Blend,53 ratings,"43,044",//images.vivino.com/thumbs/1yNZdrtJQtORhT1nAGfKaQ_pb_x600.png
637,637,637,637,Manzanile Vermentino di Sardegna,2019,White wine,Vermentino,55 ratings,"35,399",//images.vivino.com/thumbs/zwLyUwLPTNSeYFYCqMymlA_pb_x600.png
638,638,638,638,Me_oc,2016,Red wine,Blend,54 ratings,"43,967",//images.vivino.com/thumbs/y0XAkR6LT3-KltGZXfmVcw_150x200.jpg
639,639,639,639,Altae_ Blanc,2017,White wine,Blend,55 ratings,"49,603",//images.vivino.com/thumbs/1Yb-dEyKTVeBBGoYaI5Z0w_pb_x600.png
640,640,640,640,Pinot Gris,2017,White wine,Pinot Gris,56 ratings,"17,248",//images.vivino.com/thumbs/yehvEuxPRZ-JCyvVLYWCYA_pb_x600.png
641,641,641,641,Salice Salentino Rosso,2011,Red wine,Negroamaro,56 ratings,"24,351",//images.vivino.com/thumbs/_cw-tlbKROanOU20sCHw3Q_pb_x600.png
642,642,642,642,Pinot Noir,2020,Red wine,Pinot Noir,200 ratings,"27,620",//images.vivino.com/thumbs/pjxVBkEoQ2aPpYsG_k9U5Q_pb_x600.png
643,643,643,643,Graves Rouge,2016,Red wine,Blend,199 ratings,"30,438",//images.vivino.com/thumbs/6sQ49h1xT_ei_JxKptvYoA_pb_x600.png
644,644,644,644,Mon P'tit Pithon Blanc,2018,White wine,Grenache Gris,187 ratings,"32,826",//images.vivino.com/thumbs/WOhNG4LXQ-enuSabuiZsnw_pb_x600.png
645,645,645,645,Pinot Noir,2019,Red wine,Pinot Noir,37 ratings,"47,145.70",//images.vivino.com/thumbs/ddxbKC3aQA2woK3S3byiYg_pb_x600.png
646,646,646,646,Cabernet Sauvignon,2017,Red wine,Cabernet Sauvignon,37 ratings,"22,096",//images.vivino.com/thumbs/ss-MTMOZQ4ufMTLu0KzswA_pb_x600.png
647,647,647,647,Angevin Riesling,2020,White wine,Riesling,37 ratings,"29,280",//images.vivino.com/thumbs/xqhXOAbyRpWJrkbA-QtXHg_pb_x600.png
648,648,648,648,Ce_es-du-Rhe_e Blanc,2018,White wine,Blend,37 ratings,"20,292",//images.vivino.com/thumbs/UrgKTUZaSXi7lfyRyXHZXw_pb_x600.png
649,649,649,649,Pinot Grigio,2020,White wine,Pinot Grigio,39 ratings,"19,472",//images.vivino.com/thumbs/WLzqkPyzSNShtn2j4hqNIQ_pb_x600.png
650,650,650,650,Cuve_ Che_eau,2018,Red wine,Malbec,39 ratings,"41,435",//images.vivino.com/thumbs/JGdTAITQSqO2etdjouCWMA_pb_x600.png
651,651,651,651,Buca della Marcona Verdicchio dei Castelli di Jesi Classico,2019,White wine,Verdicchio,39 ratings,"42,839",//images.vivino.com/thumbs/FfC6NgF3QZeKHCPy-JcrQw_pb_x600.png
652,652,652,652,Pink Pe_au,2020,Rose wine,Cinsault,41 ratings,"29,311",//images.vivino.com/thumbs/fSkMN1nEQq-OWao8Z4iopg_pb_x600.png
653,653,653,653,Verdicchio di Matelica,2021,White wine,Verdicchio,40 ratings,"33,144",//images.vivino.com/thumbs/UkTr7feGS-izKVwwLXHhWA_pb_x600.png
654,654,654,654,Riesling Alsace Grand Cru 'Frankstein',2018,White wine,Riesling,42 ratings,"55,240",//images.vivino.com/thumbs/lJQqnd-gRCuoW-vDOhlxBQ_pb_x600.png
655,655,655,655,Rosso di Montepulciano,2017,Red wine,Prugnolo Gentile,43 ratings,"42,839",//images.vivino.com/thumbs/vxgfuA6FTPO6qgT1w-L2Tw_pb_x600.png
656,656,656,656,Sauvignon Blanc,2020,White wine,Sauvignon Blanc,43 ratings,"27,620",//images.vivino.com/thumbs/aZa77YFwTxySiqIL34SVaw_pb_x600.png
657,657,657,657,Aimone Vermente_o Riviera Ligure di Ponente,2019,White wine,Vermentino,44 ratings,"49,603",//images.vivino.com/thumbs/MCdp8i7fTUCPaiVWqATT0w_pb_x600.png
658,658,658,658,Les Boissieres,2013,Red wine,Blend,45 ratings,"73,175",//images.vivino.com/thumbs/3RS8JCkJQmCCTuS6b-Bk5g_pb_x600.png
659,659,659,659,Grenache - Shiraz - Mourvedre Postmaster,2017,Red wine,Blend,46 ratings,"33,564",//images.vivino.com/thumbs/eFJ_PXOiQLO4bFWe40DovQ_pb_x600.png
660,660,660,660,Mate,2020,Red wine,Brachetto,47 ratings,"34,948",//images.vivino.com/thumbs/dn41hGB2QdWJf9F-EmMw2Q_pb_x600.png
661,661,661,661,Olagosa Crianza,2017,Red wine,Tempranillo,48 ratings,"25,929",//images.vivino.com/thumbs/wNERc6bYTSqtfzWOqb0eyQ_pb_x600.png
662,662,662,662,Langhe Favorita,2020,White wine,Favorita,47 ratings,"33,308",//images.vivino.com/thumbs/MzPxHd0HTauip0fe4Eqa-A_pb_x600.png
663,663,663,663,Sauvignon Blanc,2019,White wine,Sauvignon Blanc,48 ratings,"22,096",//images.vivino.com/thumbs/59Vl5rcWR4GC-86z37nv_w_150x200.jpg
664,664,664,664,Gamay,2019,Red wine,Gamay,48 ratings,"50,731",//images.vivino.com/thumbs/-Y9Bg4LdQia45Ev--i2BYg_pb_x600.png
665,665,665,665,Sauvignon Blanc,2018,White wine,Sauvignon Blanc,48 ratings,"16,121",//images.vivino.com/thumbs/z_EwRKjUSCCipx3KXtZbNA_150x200.jpg
666,666,666,666,Barbera d'Alba,2018,Red wine,Barbera,49 ratings,"29,311",//images.vivino.com/thumbs/NFzJ56zdREC2Yz2mDqW2Jw_pb_x600.png
667,667,667,667,Ole! Rosso di Valtellina,2019,Red wine,Nebbiolo,51 ratings,"40,585",//images.vivino.com/thumbs/1eRMsDZZR4SS5yWFc4GlUQ_pb_x600.png
668,668,668,668,Gevrey-Chambertin,2010,Red wine,Pinot Noir,50 ratings,"563,674",//images.vivino.com/thumbs/s_UBOvYEQjKE--4hc_gH_g_pb_x600.png
669,669,669,669,Regional Reserve Chardonnay,2018,White wine,Chardonnay,51 ratings,"25,786",//images.vivino.com/thumbs/peFlcxCzTCKO8Dyrimke5A_pb_x600.png
670,670,670,670,Mas Petit,2018,Red wine,Cabernet Sauvignon,53 ratings,"23,674",//images.vivino.com/thumbs/pFRKCN_dSBqz6YlWSn_wIA_pb_x600.png
671,671,671,671,Les Trois Villages Ventoux Blanc,2020,White wine,Grenache,53 ratings,"42,839",//images.vivino.com/thumbs/7uPh5kYlS_aHiAlBTi1r7A_pb_x600.png
672,672,672,672,Sauvignon Blanc,2019,White wine,Sauvignon Blanc,53 ratings,"18,194.68",//images.vivino.com/thumbs/hbe2M3_AQUi802Qngi1Yrg_150x200.jpg
673,673,673,673,Freesia Viognier,2020,White wine,Viognier,38 ratings,"34,979",//images.vivino.com/thumbs/Np3VvuJITriiQv4ikgMwgA_pb_x600.png
674,674,674,674,Groundwork Mourvedre,2016,Red wine,Mourvedre,36 ratings,"40,585",//images.vivino.com/thumbs/LZ6YawflQEmtNpWc-tI8nQ_pb_x600.png
675,675,675,675,La Bohe_e Act Four Syrah - Gamay,2018,Red wine,Blend,176 ratings,"38,412",//images.vivino.com/thumbs/6D46NnKnSkyVLs7qAjeZWQ_pb_x600.png
676,676,676,676,Madre Perla Lugana,2013,White wine,Trebbiano,36 ratings,"56,367",//images.vivino.com/thumbs/zrJL6tBoQCiTTOu7zpicuA_pb_x600.png
677,677,677,677,Vintners Blend Old Vine Zinfandel,2018,Red wine,Zinfandel,363 ratings,"25,929",//images.vivino.com/thumbs/hSj96_SATf6TuluPnYL4gw_pb_x600.png
678,678,678,678,Red Blend,2018,Red wine,Blend,376 ratings,"30,539.86",//images.vivino.com/thumbs/YZ8W_WXGSJC5A1KuO7A6Hg_pb_x600.png
679,679,679,679,Lisboa Tinto,2018,Red wine,Blend,381 ratings,"19,278",//images.vivino.com/thumbs/MoyFRQH_SBeBk4TCS71t4Q_pb_x600.png
680,680,680,680,Dos,2015,Red wine,Blend,436 ratings,"22,547",//images.vivino.com/thumbs/OSc6t-pnR9KoBIu7gPTojQ_pb_x600.png
681,681,681,681,Shirtail Ranches Chardonnay,2019,White wine,Chardonnay,455 ratings,"33,820",//images.vivino.com/thumbs/Y0q5y0c8T_eR42DS-FXelw_150x200.jpg
682,682,682,682,Croft Original Sherry,2016,Fortified Wine,Palomino,500 ratings,"28,184",//images.vivino.com/thumbs/TAWGTSygThS6jF8EaIGIKw_pb_x600.png
683,683,683,683,White Port,2016,Fortified Wine,Gouveio,504 ratings,"20,292",//images.vivino.com/thumbs/03nIiIu3T9yDAqxQx-HpLQ_pb_x600.png
684,684,684,684,Colours Pink Soft Rose,2016,Sparkling wine,Blend,894 ratings,"17,474",//images.vivino.com/thumbs/9r_dXXJDQZCcT84TTexu3w_pb_x600.png
685,685,685,685,Che_eau La Rose Garnier Fronsac,2019,Red wine,Merlot,25 ratings,"46,016",//images.vivino.com/thumbs/_hMqx_mcQKqzdo8yPWGBBQ_pb_x600.png
686,686,686,686,Cherokee Lane Cabernet Sauvignon,2018,Red wine,Blend,25 ratings,"17,587",//images.vivino.com/thumbs/PpvPTXtXRXybLA3txSTabA_pb_x600.png
687,687,687,687,Regieterre Grillo,2019,White wine,Grillo,26 ratings,"31,566",//images.vivino.com/thumbs/xnfwzpvuT7GrsLJFPxtYGg_pb_x600.png
688,688,688,688,Irancy,2018,Red wine,Pinot Noir,26 ratings,"44,643",//images.vivino.com/thumbs/nNtlkUcDRM-I1nyuwWiMpw_pb_x600.png
689,689,689,689,Gewe_ztraminer,2021,White wine,Gewe_ztraminer,27 ratings,"25,929",//images.vivino.com/thumbs/HXfHvQLRRVK8l9Ifi4BGBA_pb_x600.png
690,690,690,690,Cerasuolo Superiore,2018,Rose wine,Montepulciano,27 ratings,"45,094",//images.vivino.com/thumbs/VXDdDIIqRwm0cJYb-B4m4Q_150x200.jpg
691,691,691,691,Umbria Rosso,2019,Red wine,Blend,28 ratings,"26,380",//images.vivino.com/thumbs/OF2_pTC_TqWFKUX3Yy-R0g_pb_x600.png
692,692,692,692,Vieilles Vignes Saint-Bris,2018,White wine,Sauvignon Blanc,28 ratings,"57,495",//images.vivino.com/thumbs/Brk_Uh3vTQiEWnsG29W6BA_pb_x600.png
693,693,693,693,Sakura Label,2020,Red wine,Monastrell,29 ratings,"21,512",//images.vivino.com/thumbs/5SiPv2ZmSMuXKxrxU2I-8w_pb_x600.png
694,694,694,694,Saecula Grillo,2020,White wine,Grillo,30 ratings,"20,292",//images.vivino.com/thumbs/9itHFN3KQa6BgAFPh_lJpQ_pb_x600.png
695,695,695,695,Chardonnay,2016,White wine,Chardonnay,30 ratings,"70,715",//images.vivino.com/thumbs/vUrAmcJDRwOyKUHDPQ-DHw_pb_x600.png
696,696,696,696,Pinot Gris,2019,White wine,Pinot Gris,31 ratings,"42,839",//images.vivino.com/thumbs/GFYG2h0sRnysgk8jICdMvg_pb_x600.png
697,697,697,697,Merlot - Cabernet,2018,Red wine,Merlot,31 ratings,"33,820",//images.vivino.com/thumbs/yAl_23OcQQuaGcwzk6KFdw_pb_x600.png
698,698,698,698,Sant'Antimo Rosso,2012,Red wine,Blend,31 ratings,"22,772",//images.vivino.com/thumbs/uFIlJD5YSmysdGA8HISIOA_pb_x600.png
699,699,699,699,L'Apprentie Sorcie_es Ce_es Catalanes Rose,2019,Rose wine,Blend,33 ratings,"32,826",//images.vivino.com/thumbs/qjWJ7vsBQLym-AODlzza5Q_pb_x600.png
